#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus	Species
MJ033-1-barcode36-umi4773bins-ubs-88	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium suncheonense
MJ033-1-barcode28-umi37939bins-ubs-4	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Xanthobacteraceae	 Pseudolabrys_502538	 Pseudolabrys sp001426945
DQ512860	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Ornithinimicrobium_A_390105	 Ornithinimicrobium_A_390105 pekingense
KY117472	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas humi
MJ034-1-barcode32-umi10451bins-ubs-33	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Spirosomataceae	 Emticicia	 Emticicia sp002855535
G001788475	Bacteria	 Methylomirabilota	 Methylomirabilia	 Rokubacteriales	 CSP1-6	 GWA2-73-35	 GWA2-73-35 sp001788495
KX815990	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 sp001428125
MJ032-2-barcode69-umi80395bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Methylibium	 
G001679665	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 TH1-2	 Vitreimonas	 Vitreimonas manganica
MJ033-1-barcode36-umi20716bins-ubs-14	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 Chryseolinea serpens
MJ010-2-barcode71-umi96526bins-ubs-5	Bacteria	 Bacteroidota	 Bacteroidia	 NS11-12g_892060	 UKL13-3	 UKL13-3	 UKL13-3 sp001602415
RS-GCF-016859125.1-NZ-CP069338.1	Bacteria	 Myxococcota_A_473307	 Myxococcia	 Myxococcales	 Myxococcaceae	 Archangium_463709	 Archangium gephyra_463667
MJ030-2-barcode65-umi118270bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 Bog-257	 Bog-257 sp003152695
MJ030-2-barcode65-umi16492bins-ubs-37	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ034-1-barcode26-umi25786bins-ubs-5	Bacteria	 Bdellovibrionota_473306	 Bdellovibrionia	 Bdellovibrionales	 Bdellovibrionaceae	 Pseudobdellovibrio	 Pseudobdellovibrio exovorus
MJ006-2-barcode60-umi95568bins-ubs-5	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Phocaeicola_A	 Phocaeicola_A coprocola
MJ031-1-barcode42-umi4523bins-ubs-100	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter_A	 Mucilaginibacter_A corticis
MJ030-1-barcode42-umi51862bins-ubs-11	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ030-1-barcode42-umi58092bins-ubs-8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
G002950575	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Pontimonas	 Pontimonas salivibrio
MJ033-1-barcode36-umi31613bins-ubs-6	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 PSRF01	 PSRF01 sp003222935
MJ030-2-barcode65-umi136497bins-ubs-4	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 Pedosphaeraceae	 Pedosphaera	 Pedosphaera sp000172555
RS-GCF-006438965.1-NZ-RCZM01000001.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Pedococcus	 Pedococcus sp001429605
MJ033-1-barcode26-umi21663bins-ubs-13	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Phytobacter	 Phytobacter diazotrophicus
EF100698	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter_A_615715	 Lysobacter_A_615715 dokdonensis
MJ020-2-barcode71-umi60800bins-ubs-7	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rudaea	 Rudaea cellulosilytica
GB-GCA-016713235.1-JADJPN010000004.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 UBA4765	 UBA4765	 
MJ031-2-barcode61-umi24513bins-ubs-16	Bacteria	 Bacteroidota	 Bacteroidia	 B-17B0	 B-17BO	 UBA2475	 UBA2475 sp002319075
KP017569	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Jatrophihabitantaceae	 Jatrophihabitans_A_372606	 Jatrophihabitans_A_372606 endophyticus
KF314196	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Terrabacter	 Terrabacter terrae
MJ033-1-barcode49-umi35302bins-ubs-5	Bacteria	 Acidobacteriota	 Terriglobia	 Versatilivoradales	 	 	 
MJ020-1-barcode31-umi122810bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MJ033-1-barcode36-umi5496bins-ubs-70	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Chitinophaga	 Chitinophaga sp001975825
MJ033-1-barcode36-umi3387bins-ubs-119	Bacteria	 Bacillota_B_370539	 Desulfitobacteriia	 Desulfitobacteriales	 Syntrophobotulaceae	 Gracilibacter	 Gracilibacter sp001516055
MJ034-1-barcode25-umi3910bins-ubs-115	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Caballeronia	 Caballeronia pedi
MJ030-2-barcode65-umi40542bins-ubs-20	Bacteria	 Acidobacteriota	 Blastocatellia	 UBA7656	 UBA7656	 QHVH01	 QHVH01 sp003222245
MJ034-1-barcode40-umi1996bins-ubs-211	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 	 
RS-GCF-001685825.1-NZ-BCXR01000047.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium breve
DQ768108	Bacteria	 Myxococcota_A_473307	 Myxococcia	 Myxococcales	 Myxococcaceae	 Cystobacter_463688	 Cystobacter ferrugineus
MJ033-1-barcode36-umi13689bins-ubs-20	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Saprospiraceae	 OLB9	 
RS-GCF-014902855.1-NZ-JACRRF010000011.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella aerogenes
G009659535	Bacteria	 Myxococcota_A_473307	 Myxococcia	 Myxococcales	 Myxococcaceae	 Aggregicoccus_463470	 Aggregicoccus sp009659535
MJ033-1-barcode32-umi38419bins-ubs-5	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 KBS-96	 KBS-96 sp000381625
KF444510	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Rhizobiaceae	 Neorhizobium_500066	 Neorhizobium straminoryzae
LC505061	Bacteria	 Desulfobacterota_G_459546	 Desulfuromonadia	 Geobacterales	 Geobacteraceae_439684	 Geomonas	 Geomonas silvestris
RS-GCF-001485005.1-NZ-BCMA01000016.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_660879	 Moraxellaceae	 Acinetobacter	 Acinetobacter soli
MJ034-1-barcode47-umi28933bins-ubs-3	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 Vermiphilus	 Vermiphilus pyriformis
MJ030-2-barcode58-umi32771bins-ubs-20	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 DSM-16500	 DSM-16500	 Aquicella_A	 
MJ033-1-barcode34-umi2177bins-ubs-173	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 Vermiphilus	 Vermiphilus pyriformis
MJ020-1-barcode34-umi12721bins-ubs-33	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Acetivibrionales	 	 	 
KU601247	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_B_306087	 DSM-18226_301387	 Bacillus_AZ_295439	 Mesobacillus_A harenae
MJ033-1-barcode47-umi32538bins-ubs-5	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Parafilimonas	 Parafilimonas terrae
MJ033-1-barcode36-umi1715bins-ubs-193	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caedimonadales	 	 	 
MJ020-1-barcode31-umi124490bins-ubs-4	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
GB-GCA-018006385.1-JAGMYM010000089.1	Bacteria	 Actinomycetota	 Acidimicrobiia_401430	 Acidimicrobiales	 Ilumatobacteraceae	 	 
MJ030-2-barcode65-umi42700bins-ubs-20	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
AF480591	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium vaccae
MJ033-1-barcode32-umi14834bins-ubs-21	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Chromobacteriaceae	 Crenobacter	 Crenobacter luteus
MJ034-1-barcode31-umi28493bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MJ030-2-barcode58-umi108280bins-ubs-3	Bacteria	 Chloroflexota	 Anaerolineae	 Caldilineales	 Caldilineaceae	 	 
KP126755	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rhodanobacter_613036	 Rhodanobacter sp002001105
MJ030-2-barcode58-umi103962bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Rhodocyclaceae	 	 
RS-GCF-002940755.1-NZ-POTD01000044.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Azospirillales_507929	 Azospirillaceae_507917	 Azospirillum	 Azospirillum brasilense
AF480599	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium fluoranthenivorans
MJ034-1-barcode25-umi2127bins-ubs-216	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Mucilaginibacter_A	 Mucilaginibacter_A ginsenosidivorans
M83810	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas halotolerans
MJ030-2-barcode59-umi70279bins-ubs-8	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 UBA11358	 WYBW01	 WYBW01 sp011525685
RS-GCF-008087625.1-NZ-CP042997.1	Bacteria	 Planctomycetota	 Planctomycetia	 Isosphaerales	 Isosphaeraceae	 Singulisphaera	 
G003221455	Bacteria	 Methylomirabilota	 Methylomirabilia	 Rokubacteriales	 CSP1-6	 AR9	 AR9 sp003221455
RS-GCF-014653695.1-NZ-BNAR01000037.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Pseudonocardiaceae	 Lentzea	 Lentzea albidocapillata
MJ030-2-barcode65-umi76026bins-ubs-7	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
AJ969432	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dokdonella_A	 Dokdonella_A fugitiva
RS-GCF-015546905.1-NZ-JADMUB010000037.1	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Oscillospirales	 Acutalibacteraceae	 Clostridium_E	 Clostridium_E sporosphaeroides
MJ010-1-barcode47-umi193198bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Telluria_573210	 Telluria sp001412595
MJ034-2-barcode65-umi12305bins-ubs-10	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavipsychrobacter	 Flavipsychrobacter soli
MJ030-1-barcode42-umi83125bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
KJ461654	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 Paludibaculum	 Paludibaculum fermentans
MJ031-1-barcode30-umi22215bins-ubs-16	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAR01	 VBAR01 sp005882315
MJ034-1-barcode32-umi16165bins-ubs-19	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 UBA2112	 	 
MJ034-1-barcode25-umi8000bins-ubs-51	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MJ032-2-barcode74-umi72687bins-ubs-6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Cedecea	 Cedecea lapagei
MJ034-1-barcode48-umi24652bins-ubs-5	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae	 VFJQ01	 VFJQ01 sp009885995
AB523882	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Micromonosporaceae	 Catenuloplanes	 Catenuloplanes crispus
KC237721	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Silanimonas_613110	 Silanimonas mangrovi
G003054705	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 Opitutaceae	 ER46	 ER46 sp003054705
G009765975	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Acetobacterales	 Acetobacteraceae	 Rhodopila_506777	 Rhodopila sp009765975
MJ031-2-barcode61-umi15903bins-ubs-30	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 
RS-GCF-000383555.1-NZ-KB911577.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Rhodococcus_376336	 Rhodococcus fascians_E_375114
RS-GCF-000620385.1-NZ-JIBJ01000033.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Micrococcaceae	 Arthrobacter_E_385749	 Arthrobacter_E_385749 sp000196235
MJ033-1-barcode36-umi1906bins-ubs-186	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 
MJ034-1-barcode26-umi26927bins-ubs-4	Bacteria	 Desulfobacterota_G_459546	 Desulfuromonadia	 Geobacterales	 Geobacteraceae_439684	 Geomonas	 
AM501445	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Roseateles_592282	 Roseateles depolymerans
MJ031-1-barcode30-umi15929bins-ubs-27	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 OMJO01	 OMJO01	 OMJO01 sp900299395
MJ031-1-barcode30-umi16717bins-ubs-28	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium seoulense
